ID	NEV	ERV_KEZD	ERV_VEGE	KIHIRDETES_ID
30537	"Shield TX (UK) Ltd"	2015.01.01	2099.12.31	1001
30538	"Shionogi Limited"	2015.01.01	2099.12.31	1001
30539	"Shire Services BVBA"	2015.01.01	2099.12.31	1001
30540	"Spectrum Pharmaceuticals B.V."	2015.01.01	2099.12.31	1001
30541	"TEVA GmbH"	2015.01.01	2099.12.31	1001
30542	"uniQure biopharma B.V."	2015.01.01	2099.12.31	1001
1876	"Teva Magyarország Gyógyszerforgalmazó ZRT."	1999.01.01	2014.12.31	1001
1877	"Unilab Rt."	1999.01.01	1999.12.31	1001
1878	"Hungaropharma Zrt."	2016.01.27	2016.12.31	1001
1879	"Pharmachom Gyógyszernagykereskedelmi Kft."	1999.01.01	2003.06.30	1001
1880	"Medimpex Gyógyszernagykereskedelmi Rt."	2016.02.02	2016.12.31	1001
1882	"Inthera Kereskedelmi és Vállalkozó Szervezõ Kft."	1999.04.01	2005.08.31	1001
1883	"Omninvest Kft."	1999.11.08	1999.11.23	1001
1884	"Euromedic Pharma Zrt."	2016.02.01	2016.12.31	1001
1885	"Biotest Hungaria Kft."	2016.02.01	2016.12.31	1001
1886	"Astra Zeneca"	2001.01.01	2004.06.30	1001
1887	"Fresenius Kabi Hungary Kft."	2016.01.01	2016.12.31	1001
1888	"Novartis Hungária Kft."	2003.06.01	2008.01.31	1001
1889	"Solamed Kft."	2003.07.01	2006.12.31	1001
1890	"Valeant Pharma Magyarország Kft."	2005.09.05	2007.12.31	1001
1891	"Hajdú Gyógyszerkereskedelmi Rt."	2005.09.12	2014.12.31	1001
1892	"Lilly Hungária Kft."	2006.07.06	2007.12.31	1001
26637	"Hajdú Gyógyszerkereskedelmi Rt."	2011.12.01	2011.12.31	1001
29107	"Euromedic Pharma"	2016.07.06	2016.12.31	1001
30457	"Pharmidea SIA"	2015.01.01	2099.12.31	1001
30458	"BioChallenge Kutató, Fejlesztõ és Innovációs Kft."	2015.01.01	2099.12.31	1001
30460	"Eli Lilly Regional Operations GmbH"	2015.01.01	2099.12.31	1001
30461	"Meditop Pharmaceutical Ltd."	2015.01.01	2099.12.31	1001
30462	"Alvogen Malta Operations (ROW)"	2015.01.01	2099.12.31	1001
30463	"Alexion Europe SAS"	2015.01.01	2099.12.31	1001
30464	"Sanofi Clir SNC"	2015.01.01	2099.12.31	1001
30465	"Frosst Ibérica S.A."	2015.01.01	2099.12.31	1001
30466	"UAB Via Pharma"	2015.01.01	2099.12.31	1001
30467	"Seqirus S.r.l."	2015.01.01	2099.12.31	1001
30468	"Generic Partners UK Ltd."	2015.01.01	2099.12.31	1001
30469	"Beyr Medical Kft."	2015.01.01	2099.12.31	1001
30470	"Akces-Med Sp. Z o.o Jasionka"	2015.01.01	2099.12.31	1001
30472	"ALPS South"	2015.01.01	2099.12.31	1001
30543	"Vanda Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
30544	"Vertex Pharmaceuticals (Europe) Ltd."	2015.01.01	2099.12.31	1001
30545	"Vifor Fresenius Medical Care Renal Pharma France"	2015.01.01	2099.12.31	1001
30546	"Theravance Biopharma Ireland Limited"	2015.01.01	2099.12.31	1001
30547	"NEC Kft."	2015.01.01	2099.12.31	1001
30548	"ABC Breat Care GmbH, Germany"	2015.01.01	2099.12.31	1001
30549	"Cook Medical Hungary Kft"	2015.01.01	2099.12.31	1001
30550	"Honsun (Nantong) Co. Ltd, China"	2015.01.01	2099.12.31	1001
30551	"Cook Incorporated"	2015.01.01	2099.12.31	1001
30553	"DOC Generici S.r.l."	2015.01.01	2099.12.31	1001
30554	"Valneva Austria GmbH"	2015.01.01	2099.12.31	1001
30555	"Valneva Sweden AB"	2015.01.01	2099.12.31	1001
30556	"Seqirus GmbH"	2015.01.01	2099.12.31	1001
30557	"MSD Vaccins"	2015.01.01	2099.12.31	1001
30558	"Sanofi Pasteur Europe"	2015.01.01	2099.12.31	1001
30559	"Incyte Biosciences UK Ltd."	2015.01.01	2099.12.31	1001
30560	"IDB Holland B.V."	2015.01.01	2099.12.31	1001
30561	"Vericel Denmark ApS"	2015.01.01	2099.12.31	1001
30562	"Impax Laboratories Ireland Ltd."	2015.01.01	2099.12.31	1001
30563	"LEO Laboratories Ltd."	2015.01.01	2099.12.31	1001
30564	"Mallinckrodt Pharmaceuticals Ireland Ltd."	2015.01.01	2099.12.31	1001
30565	"MCM Vaccine B.V."	2015.01.01	2099.12.31	1001
30566	"Horizon Pharma Europe B.V."	2015.01.01	2099.12.31	1001
30567	"Serum Institute of India Ltd."	2015.01.01	2099.12.31	1001
30568	"Biomed Lublin Wytwórnia Surowic i Szczepionek Spótka Akcyjna"	2015.01.01	2099.12.31	1001
30569	"Claris Lifesciences \(UK\) Ltd."	2015.01.01	2099.12.31	1001
30570	"Hameln rds GmbH"	2015.01.01	2099.12.31	1001
30571	"Molmed S.p.A"	2015.01.01	2099.12.31	1001
30572	"Intercept Pharma Ltd."	2015.01.01	2099.12.31	1001
30573	"Advanced Accelerator Applications"	2015.01.01	2099.12.31	1001
30574	"ITG Isotope Technologies Garching GmbH"	2015.01.01	2099.12.31	1001
30575	"JensonR+ Limited"	2015.01.01	2099.12.31	1001
30576	"Proveca Limited"	2015.01.01	2099.12.31	1001
30577	"Techdow Europe AB"	2015.01.01	2099.12.31	1001
30578	"Ideas & Solutions Szervezetfejlesztési Tanácsadó Kft."	2015.01.01	2099.12.31	1001
30579	"InnoPharm Gyógyszergyártó Kft."	2015.01.01	2099.12.31	1001
30580	"Mediszintech Audiológia Kft."	2015.01.01	2099.12.31	1001
30581	"Linde Gas a.s."	2015.01.01	2099.12.31	1001
30582	"Sigma-tau GmbH"	2015.01.01	2099.12.31	1001
30583	"Therakind Ltd."	2015.01.01	2099.12.31	1001
30584	"Valeant Pharma Poland sp. z o.o."	2015.01.01	2099.12.31	1001
30585	"Alfasigma S.p.A."	2015.01.01	2099.12.31	1001
30586	"Audiosystem Kft."	2015.01.01	2099.12.31	1001
30587	"Fresenius Kabi Hungary Kft. "	2015.01.01	2099.12.31	1001
30588	"Amicus Pharma Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
30589	"Novartis Vaccines Influenza Srl"	2015.01.01	2099.12.31	1001
30590	"Guerbet"	2015.01.01	2099.12.31	1001
30591	"Nanotherapeutics UK Limited"	2015.01.01	2099.12.31	1001
30592	"Tesaro UK Limited"	2015.01.01	2099.12.31	1001
30593	"Roche Diabetes Care GmbH"	2015.01.01	2099.12.31	1001
30594	"ROVI S.A."	2015.01.01	2099.12.31	1001
30595	"Leadiant GmbH"	2015.01.01	2099.12.31	1001
30596	"Blue Earth Diagnostics Ltd."	2015.01.01	2099.12.31	1001
30597	"APEIRON Biologics AG"	2015.01.01	2099.12.31	1001
30598	"Pfizer CH Ltd."	2015.01.01	2099.12.31	1001
28642	"Geers Hallókészülék Kft."	2015.01.01	2099.12.31	1001
28643	"Gerontex Kft."	2015.01.01	2099.12.31	1001
28644	"GYSGY REHA Kft."	2015.01.01	2099.12.31	1001
28645	"Hartmann-Rico Hungária Kft."	2015.01.01	2099.12.31	1001
28646	"H-Ear Kft."	2015.01.01	2099.12.31	1001
28647	"Hollister Kft."	2015.01.01	2099.12.31	1001
28648	"Hoya Lens Hungary zRt."	2015.01.01	2099.12.31	1001
28649	"Hungimpex Kft."	2015.01.01	2099.12.31	1001
28650	"Intercont Optika Kft."	2015.01.01	2099.12.31	1001
28651	"JESSY 2000 Kft."	2015.01.01	2099.12.31	1001
28652	"Johnson & Johnson Kft."	2015.01.01	2099.12.31	1001
28653	"Kiss Optika Kft."	2015.01.01	2099.12.31	1001
28654	"Kondi Bt."	2015.01.01	2099.12.31	1001
28655	"Korzet Kft."	2015.01.01	2099.12.31	1001
28656	"Krevill Kft."	2015.01.01	2099.12.31	1001
28657	"Labo-Med Kft."	2015.01.01	2099.12.31	1001
28658	"LBT Kft."	2015.01.01	2099.12.31	1001
28660	"Lilly Hungária Kft."	2015.01.01	2099.12.31	1001
28661	"MEDIQ DIREKT Kft."	2015.01.01	2099.12.31	1001
28662	"Mediszintech Kft."	2015.01.01	2099.12.31	1001
28663	"MED-PLAN Bt."	2015.01.01	2099.12.31	1001
28664	"Meyra-Ortopedia Kft."	2015.01.01	2099.12.31	1001
28665	"Microsonic Labor Kft."	2015.01.01	2099.12.31	1001
28666	"Mindora Kft."	2015.01.01	2099.12.31	1001
28667	"Mobilitás 2000 Kft."	2015.01.01	2099.12.31	1001
28668	"MOSZI Országos Fogtechnikai Ipartestület"	2015.01.01	2099.12.31	1001
28669	"Mölnlycke Health Care Kft."	2015.01.01	2099.12.31	1001
28670	"N & CS Kft."	2015.01.01	2099.12.31	1001
28671	"Noptiker Kft."	2015.01.01	2099.12.31	1001
28672	"NOVA Kft."	2015.01.01	2099.12.31	1001
28673	"Novartis Hungária Kft. Ciba Vision"	2015.01.01	2099.12.31	1001
28674	"Novo Nordisk Hungária Kft."	2015.01.01	2099.12.31	1001
28677	"Omker ZRt. (f.a.)"	2015.01.01	2099.12.31	1001
28678	"OMSZÖV-MEDIC Kft."	2015.01.01	2099.12.31	1001
28679	"OPTIRIS Kft."	2015.01.01	2099.12.31	1001
28680	"Chrisofix Hungary Kft."	2015.01.01	2099.12.31	1001
28681	"Országos Orvosi Rehabilitációs Intézet"	2015.01.01	2099.12.31	1001
28682	"Ortetika Kft."	2015.01.01	2099.12.31	1001
28683	"Ortobrace Kft."	2015.01.01	2099.12.31	1001
28684	"OrtoProfil-Centrum Kft."	2015.01.01	2099.12.31	1001
28685	"TAAN Vagyonkezelõ Kft."	2015.01.01	2099.12.31	1001
28686	"Ortoreha Kft."	2015.01.01	2099.12.31	1001
28687	"ORTO-TOP Kft."	2015.01.01	2099.12.31	1001
28688	"Otto Bock Hungária Kft."	2015.01.01	2099.12.31	1001
28689	"Perimed Kft."	2015.01.01	2099.12.31	1001
28690	"Pestor Kft."	2015.01.01	2099.12.31	1001
28691	"Pharma-Marketing Kft."	2015.01.01	2099.12.31	1001
28692	"Pharmatextil Kft."	2015.01.01	2099.12.31	1001
28693	"Sonova Hungary Kft."	2015.01.01	2099.12.31	1001
28694	"Premed Pharma Kft."	2015.01.01	2099.12.31	1001
28695	"Prima-Protetika Kft."	2015.01.01	2099.12.31	1001
28696	"Prof. Wig Kft."	2015.01.01	2099.12.31	1001
28697	"Promobil Rehabilitációs Zrt."	2015.01.01	2099.12.31	1001
28698	"Protetika Kft."	2015.01.01	2099.12.31	1001
28699	"Protone Audio Kft."	2015.01.01	2099.12.31	1001
28700	"Dimarson Electronics Zrt."	2015.01.01	2099.12.31	1001
28702	"Ready Medizintechnik Kft."	2015.01.01	2099.12.31	1001
28703	"ReCom-Med Kft."	2015.01.01	2099.12.31	1001
28704	"Rehab zRt."	2015.01.01	2099.12.31	1001
28705	"Rehab-Centrum Kft."	2015.01.01	2099.12.31	1001
28706	"Rehab-Civis Kft."	2015.01.01	2099.12.31	1001
28707	"Rehab-Dél Kft."	2015.01.01	2099.12.31	1001
28708	"Rehab-Észak Kft."	2015.01.01	2099.12.31	1001
28709	"Rehab-Hungária Kft."	2015.01.01	2099.12.31	1001
28710	"Rehab-Kelet Kft."	2015.01.01	2099.12.31	1001
28711	"Rehab-Rába Kft."	2015.01.01	2099.12.31	1001
28713	"Replant 4 Care Kft."	2015.01.01	2099.12.31	1001
28714	"Respiromed Kft."	2015.01.01	2099.12.31	1001
28715	"Rex-San Kft."	2015.01.01	2099.12.31	1001
28716	"Rextra Kft."	2015.01.01	2099.12.31	1001
28717	"Roche (Magyarország) Kft."	2015.01.01	2099.12.31	1001
28718	"SALA-MED Kft."	2015.01.01	2099.12.31	1001
28719	"Salix-Med Kft."	2015.01.01	2099.12.31	1001
28720	"Salus Kft."	2015.01.01	2099.12.31	1001
28721	"SALUS Orthopedtechnika Kft."	2015.01.01	2099.12.31	1001
28722	"Samoptic Kft."	2015.01.01	2099.12.31	1001
28723	"SANASOL Kft."	2015.01.01	2099.12.31	1001
28724	"Saturnus Parókakészítõ Kft."	2015.01.01	2099.12.31	1001
28725	"Csuti Gyógyászati Segédeszköz Kft."	2015.01.01	2099.12.31	1001
28727	"Essity Hungary Kft."	2015.01.01	2099.12.31	1001
28728	"Semmelweis Egyetem I.sz Szemészeti Klinika"	2015.01.01	2099.12.31	1001
28729	"Sipos Balázs"	2015.01.01	2099.12.31	1001
28730	"Soft & Hard-Lens Kft."	2015.01.01	2099.12.31	1001
28731	"Spranz Kft."	2015.01.01	2099.12.31	1001
28732	"Starkey Laboratórium Kft."	2015.01.01	2099.12.31	1001
28734	"Sorbens Bt."	2015.01.01	2099.12.31	1001
28735	"Tapasztó Optika Kft."	2015.01.01	2099.12.31	1001
28736	"Teva Magyarország zRt."	2015.01.01	2099.12.31	1001
28738	"Thuasne Hungary Kft."	2015.01.01	2099.12.31	1001
28739	"Tyco Healthcare ECE Magyarország Kft."	2015.01.01	2099.12.31	1001
28740	"Tóbiás Optik Kft."	2015.01.01	2099.12.31	1001
28741	"Veno-Med Kft."	2015.01.01	2099.12.31	1001
28742	"Tóth Sándor egyéni vállalkozó"	2015.01.01	2099.12.31	1001
28743	"Victofon Kft."	2015.01.01	2099.12.31	1001
28744	"Amplifon Magyarország Kft."	2015.01.01	2099.12.31	1001
28745	"Wigimpex Kft."	2015.01.01	2099.12.31	1001
28746	"WS Audiology-H Kft."	2015.01.01	2099.12.31	1001
28747	"Yarus Trade Kft."	2015.01.01	2099.12.31	1001
28748	"Rehab Medica Kft."	2015.01.01	2099.12.31	1001
28750	"Metalcolor Kft."	2015.01.01	2099.12.31	1001
28751	"Hajnal Bt."	2015.01.01	2099.12.31	1001
28752	"Bolyki-Med Kft."	2015.01.01	2099.12.31	1001
28754	"Minel Kft."	2015.01.01	2099.12.31	1001
28755	"Egyedi gyártás"	2015.01.01	2099.12.31	1001
28763	"SZAKE Bt."	2015.01.01	2099.12.31	1001
28779	"Tensol Kft."	2015.01.01	2099.12.31	1001
28780	"Medica Humana Kft."	2015.01.01	2099.12.31	1001
28781	"Miganker Bt."	2015.01.01	2099.12.31	1001
28782	"MED-IN-ART Kft."	2015.01.01	2099.12.31	1001
28783	"Medical Group Kft."	2015.01.01	2099.12.31	1001
28784	"Ismeretlen"	2015.01.01	2099.12.31	1001
28785	"Linde Gáz Magyarország Zrt."	2015.01.01	2099.12.31	1001
28786	"Vital Pro Kft."	2015.01.01	2099.12.31	1001
28787	"GoReha Kft."	2015.01.01	2099.12.31	1001
28788	"CooperVision Kft."	2015.01.01	2099.12.31	1001
28789	"MED TRUST Kft."	2015.01.01	2099.12.31	1001
28790	"G.L. Pharma GmbH"	2015.01.01	2099.12.31	1001
28791	"ACINO Pharma GmbH"	2015.01.01	2099.12.31	1001
28794	"Ferring Magyarország Kft."	2015.01.01	2099.12.31	1001
28795	"Dr. Willmar Schwabe GmbH&Co. KG"	2015.01.01	2099.12.31	1001
28796	"F. Trenka chem-pharm. Fabrik Ges.m.b.H."	2015.01.01	2099.12.31	1001
28797	"Noventis s.r.o."	2015.01.01	2099.12.31	1001
28798	"Rottapharm Ltd."	2015.01.01	2099.12.31	1001
28799	"Eumedica SA"	2015.01.01	2099.12.31	1001
28800	"MediBusiness Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
28803	"GAMA GROUP"	2015.01.01	2099.12.31	1001
28805	"BHM Tech"	2015.01.01	2099.12.31	1001
28807	"Teleflex Medical GmbH"	2015.01.01	2099.12.31	1001
28810	"Siemens Audiologische Technik GmbH"	2015.01.01	2099.12.31	1001
28811	"Terumo Europe N.V."	2015.01.01	2099.12.31	1001
28815	"Bayer Healthcare LLC Diagnostic Division"	2015.01.01	2099.12.31	1001
28816	"GAMA Group a.s."	2015.01.01	2099.12.31	1001
28817	"The ROHO Group"	2015.01.01	2099.12.31	1001
28818	"Eurovema AB"	2015.01.01	2099.12.31	1001
28819	"Promobil zRt."	2015.01.01	2099.12.31	1001
28820	"Prim S.A."	2015.01.01	2099.12.31	1001
28821	"Ligamed GmbH"	2015.01.01	2099.12.31	1001
28822	"Danavox Kft."	2015.01.01	2099.12.31	1001
28824	"Euroex Export-Import Srl"	2015.01.01	2099.12.31	1001
28825	"REHAB  KFT."	2015.01.01	2099.12.31	1001
28826	"TYTEX A/S"	2015.01.01	2099.12.31	1001
28827	"Vitalograph Ltd."	2015.01.01	2099.12.31	1001
28830	"Eli Lilly & Company"	2015.01.01	2099.12.31	1001
28831	"Pharma Ouest industr."	2015.01.01	2099.12.31	1001
28837	"S.E.L. OPTICAL s.r.l"	2015.01.01	2099.12.31	1001
28839	"TAAN Vagyonkezelõ Kft."	2015.01.01	2099.12.31	1001
28843	"Medtronic MiniMed USA"	2015.01.01	2099.12.31	1001
28844	"Manfred Sauer GmbH"	2015.01.01	2099.12.31	1001
28847	"Sala-Med Kft."	2015.01.01	2099.12.31	1001
28848	"Salix-Med Kft."	2015.01.01	2099.12.31	1001
28849	"Szivárvány Start Kft."	2015.01.01	2099.12.31	1001
28851	"S.I.CELL S.p.A."	2015.01.01	2099.12.31	1001
28852	"RION Ltd. Co."	2015.01.01	2099.12.31	1001
28853	"Becton Dickinson Medical - Diabetes Care"	2015.01.01	2099.12.31	1001
28854	"3M Consumer Health Care U.S.A."	2015.01.01	2099.12.31	1001
28856	"CLEMENT CLARKE"	2015.01.01	2099.12.31	1001
28858	"Coloplast A/S"	2015.01.01	2099.12.31	1001
28859	"Korzet Kft."	2015.01.01	2099.12.31	1001
28860	"Timo s.r.o."	2015.01.01	2099.12.31	1001
28861	"Dening Hair Company GmbH"	2015.01.01	2099.12.31	1001
28863	"Kwong Tai Glasses Wholesale Company"	2015.01.01	2099.12.31	1001
28864	"Samoptic Kft."	2015.01.01	2099.12.31	1001
28865	"ORFIT Industries n.v."	2015.01.01	2099.12.31	1001
28868	"Hansaton Akustik GmbH"	2015.01.01	2099.12.31	1001
28869	"Eurofoam"	2015.01.01	2099.12.31	1001
28870	"PAUL HARTMANN AG"	2015.01.01	2099.12.31	1001
28872	"Ganzoni & CIE AG"	2015.01.01	2099.12.31	1001
28874	"Mobilitás 2000 Kft."	2015.01.01	2099.12.31	1001
28875	"Harsányi  Árpád"	2015.01.01	2099.12.31	1001
28876	"CIBA Vision AG"	2015.01.01	2099.12.31	1001
28878	"Fotex Optika Kft."	2015.01.01	2099.12.31	1001
28880	"TEXTIMED"	2015.01.01	2099.12.31	1001
28881	"Sunrise Medical Ltd."	2015.01.01	2099.12.31	1001
28882	"Rehab-Rába Kft."	2015.01.01	2099.12.31	1001
28884	"GN ReSound A/S"	2015.01.01	2099.12.31	1001
28886	"Salzmann AG"	2015.01.01	2099.12.31	1001
28887	"Rayovac Micropower Batteries"	2015.01.01	2099.12.31	1001
28889	"Oticon A/S"	2015.01.01	2099.12.31	1001
28890	"Fancyhair Monafair Moden GmbH"	2015.01.01	2099.12.31	1001
28891	"Dansac A/S"	2015.01.01	2099.12.31	1001
28892	"Tyco Healthcare Group AG"	2015.01.01	2099.12.31	1001
28894	"Baják Ernõ"	2015.01.01	2099.12.31	1001
28895	"Mindora Kft."	2015.01.01	2099.12.31	1001
28899	"Consolatio Kft."	2015.01.01	2099.12.31	1001
28900	"Linde AG"	2015.01.01	2099.12.31	1001
28901	"Menicon Ltd."	2015.01.01	2099.12.31	1001
28902	"VARTA Microbattery GmbH"	2015.01.01	2099.12.31	1001
28903	"Gisela Mayer GmbH"	2015.01.01	2099.12.31	1001
28904	"Lohmann & Rauscher GmbH"	2015.01.01	2099.12.31	1001
28905	"Servox AG"	2015.01.01	2099.12.31	1001
28908	"Systagenix Ltd."	2015.01.01	2099.12.31	1001
28910	"Sipos Balázs Magánvánvállalkozó"	2015.01.01	2099.12.31	1001
28911	"OPTIRIS Kft."	2015.01.01	2099.12.31	1001
28912	"Noptiker Kft."	2015.01.01	2099.12.31	1001
28913	"Distar L.L.C."	2015.01.01	2099.12.31	1001
28917	"Camaflex"	2015.01.01	2099.12.31	1001
28918	"Dietz-Reha GmbH"	2015.01.01	2099.12.31	1001
28920	"Ortetika Kft."	2015.01.01	2099.12.31	1001
28922	"ORTO-TOP Kft."	2015.01.01	2099.12.31	1001
28923	"N & Cs Kft."	2015.01.01	2099.12.31	1001
28925	"Spranz Kft."	2015.01.01	2099.12.31	1001
28926	"Nova Kft."	2015.01.01	2099.12.31	1001
28927	"BSN Medical Hamburg Gmbh"	2015.01.01	2099.12.31	1001
28930	"Paper Pak Sweden AB"	2015.01.01	2099.12.31	1001
28931	"Rehab-Kelet Kft."	2015.01.01	2099.12.31	1001
28932	"Medicoplast GmbH"	2015.01.01	2099.12.31	1001
28934	"Meyra-Ortopedia Vertriebsges. GmbH"	2015.01.01	2099.12.31	1001
28935	"CRIS"	2015.01.01	2099.12.31	1001
28940	"Rex-San Kft."	2015.01.01	2099.12.31	1001
28941	"Zaklad Z.t.s."	2015.01.01	2099.12.31	1001
28942	"Rebotec GmbH"	2015.01.01	2099.12.31	1001
28948	"Mediszintech Kft."	2015.01.01	2099.12.31	1001
28950	"Uriel Meditex Ltd."	2015.01.01	2099.12.31	1001
28952	"IntraMed Limited T/A FORTUNA HEALTHCARE"	2015.01.01	2099.12.31	1001
28953	"Puritan Bennett"	2015.01.01	2099.12.31	1001
28955	"Össur"	2015.01.01	2099.12.31	1001
28958	"Rehab zRt."	2015.01.01	2099.12.31	1001
28959	"Abbott & Co GmbH"	2015.01.01	2099.12.31	1001
28961	"ORTO 2000 GmbH"	2015.01.01	2099.12.31	1001
28966	"Southwest Technologies Inc."	2015.01.01	2099.12.31	1001
28972	"Anita Dr.Helbig GmbH."	2015.01.01	2099.12.31	1001
28973	"SE I.sz. Szemészet"	2015.01.01	2099.12.31	1001
28974	"Smith & Nephew GmbH"	2015.01.01	2099.12.31	1001
28978	"Pharmatextil Kft."	2015.01.01	2099.12.31	1001
28979	"Bischoff&Bischoff GmbH"	2015.01.01	2099.12.31	1001
28983	"Bauerfeind AG"	2015.01.01	2099.12.31	1001
28985	"VEGA Tecnologies INC."	2015.01.01	2099.12.31	1001
28986	"Fecom Corporation"	2015.01.01	2099.12.31	1001
28988	"Salts Healthcare Ltd."	2015.01.01	2099.12.31	1001
28991	"Carl Zeiss Vision Hungary Kft."	2015.01.01	2099.12.31	1001
28992	"Invacare GmbH."	2015.01.01	2099.12.31	1001
28993	"Abena International A/S"	2015.01.01	2099.12.31	1001
28996	"Amed-Tech Kft."	2015.01.01	2099.12.31	1001
28998	"ORMED Medizintechnik"	2015.01.01	2099.12.31	1001
28999	"MAP-RESMED"	2015.01.01	2099.12.31	1001
29	"Bayer Hungária Kereskedelmi és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
29002	"3M Poland Manufacturing Sp."	2015.01.01	2099.12.31	1001
29003	"Steroplast Ltd."	2015.01.01	2099.12.31	1001
29004	"Acuity Contact Lens"	2015.01.01	2099.12.31	1001
29005	"Krevill Kft."	2015.01.01	2099.12.31	1001
29006	"Renata SA"	2015.01.01	2099.12.31	1001
29007	"Déli Optika Kft."	2015.01.01	2099.12.31	1001
29008	"MED-PLAN Bt."	2015.01.01	2099.12.31	1001
29009	"JESSY 2000 Kft."	2015.01.01	2099.12.31	1001
29010	"Tensol Kft."	2015.01.01	2099.12.31	1001
29012	"Magnatone Hearing Aid Co."	2015.01.01	2099.12.31	1001
29014	"Humantechnik GmbH"	2015.01.01	2099.12.31	1001
29016	"Soft & Hard Lens Kft."	2015.01.01	2099.12.31	1001
29017	"DISTREX Iberica, S.A."	2015.01.01	2099.12.31	1001
29018	"Janssen Pharmaceutica, Lifescan"	2015.01.01	2099.12.31	1001
29019	"Otto Bock HealthCare GmbH"	2015.01.01	2099.12.31	1001
29023	"Torunskie Zaklady Materialów Opatrunkowych S.A."	2015.01.01	2099.12.31	1001
29026	"Maxis a.s."	2015.01.01	2099.12.31	1001
29027	"Ortobrace Kft."	2015.01.01	2099.12.31	1001
29028	"Carl Zeiss Vision Italy"	2015.01.01	2099.12.31	1001
29029	"ARTSANA S.p.A."	2015.01.01	2099.12.31	1001
29031	"B Braun Medical"	2015.01.01	2099.12.31	1001
29032	"Flexico Kft."	2015.01.01	2099.12.31	1001
29033	"Rehband Anatomiska"	2015.01.01	2099.12.31	1001
29034	"Bernafon AG"	2015.01.01	2099.12.31	1001
29035	"Ortoreha Kft."	2015.01.01	2099.12.31	1001
29036	"Orto-Kvintett Kft."	2015.01.01	2099.12.31	1001
29037	"Thämert GmbH"	2015.01.01	2099.12.31	1001
29038	"Tóbiás Optik Kft."	2015.01.01	2099.12.31	1001
29040	"Eschenbach Optik GmbH + Co KG"	2015.01.01	2099.12.31	1001
29043	"Hoya Lens Hungary zRt."	2015.01.01	2099.12.31	1001
29044	"Eurohealth-H Kft."	2015.01.01	2099.12.31	1001
29045	"Viton Kft."	2015.01.01	2099.12.31	1001
29048	"Poly Medicure Limited."	2015.01.01	2099.12.31	1001
29049	"Patron Bohemia S.r.o."	2015.01.01	2099.12.31	1001
29052	"Beltone A/S"	2015.01.01	2099.12.31	1001
29054	"Widex A/S"	2015.01.01	2099.12.31	1001
29055	"Mölnlycke Health Care AB"	2015.01.01	2099.12.31	1001
29057	"Puretone Ltd."	2015.01.01	2099.12.31	1001
29058	"SUMI"	2015.01.01	2099.12.31	1001
29059	"Sico Rubena S.r.o."	2015.01.01	2099.12.31	1001
29060	"Trulife Ltd."	2015.01.01	2099.12.31	1001
29062	"Gál Béla"	2015.01.01	2099.12.31	1001
29063	"Protone Audio Kft."	2015.01.01	2099.12.31	1001
29064	"Ismeretlen"	2015.01.01	2099.12.31	1001
29065	"T & B Industrial Ltd."	2015.01.01	2099.12.31	1001
29066	"Astra Tech AB"	2015.01.01	2099.12.31	1001
29067	"Prima-Protetika Kft."	2015.01.01	2099.12.31	1001
29068	"DeVilbiss HealthCare Inc. USA"	2015.01.01	2099.12.31	1001
29069	"Medeco B.V."	2015.01.01	2099.12.31	1001
29070	"LBT Kft."	2015.01.01	2099.12.31	1001
29072	"medi GmbH & Co. KG, Germany"	2015.01.01	2099.12.31	1001
29073	"Egyedi gyártás"	2015.01.01	2099.12.31	1001
29077	"Smith Medical Ltd."	2015.01.01	2099.12.31	1001
29078	"Rehab-Észak Kft."	2015.01.01	2099.12.31	1001
29079	"Starkey Laboratories Ltd."	2015.01.01	2099.12.31	1001
29080	"J. MAINAT S.A."	2015.01.01	2099.12.31	1001
29082	"Karl Otto Braun"	2015.01.01	2099.12.31	1001
29083	"Kondi Bt."	2015.01.01	2099.12.31	1001
29084	"RUSSKA Ludwig Bertram GmbH"	2015.01.01	2099.12.31	1001
29085	"MICROLIFE"	2015.01.01	2099.12.31	1001
29086	"Unimedical"	2015.01.01	2099.12.31	1001
29087	"Samsung Corporation"	2015.01.01	2099.12.31	1001
29088	"Protetika Kft."	2015.01.01	2099.12.31	1001
29090	"Rehab-Centrum Kft."	2015.01.01	2099.12.31	1001
29091	"S.H.S. G.m.b.h"	2015.01.01	2099.12.31	1001
29092	"ATOS MEDICAL AB"	2015.01.01	2099.12.31	1001
29093	"Cantor and Nissel"	2015.01.01	2099.12.31	1001
29095	"FAZZINI S.r.l."	2015.01.01	2099.12.31	1001
29097	"Chrisofix AG"	2015.01.01	2099.12.31	1001
29100	"TRACOE medical GmbH"	2015.01.01	2099.12.31	1001
29101	"Rehab-Dél Kft."	2015.01.01	2099.12.31	1001
29102	"Thuasne Group"	2015.01.01	2099.12.31	1001
29103	"Chirana T. Injecta a.s."	2015.01.01	2099.12.31	1001
29104	"Minel Kft."	2015.01.01	2099.12.31	1001
29108	"Exlusive Hair Kft."	2015.01.01	2099.12.31	1001
29110	"Carl Zeiss Vision GmbH"	2015.01.01	2099.12.31	1001
