ATC	MEGNEV	ANGOL	HATOANYAG	KIHIRDETES_ID
"V07AT"	"kozmetikumok"	"cosmetics"		1001
"V07AV"	"fertõtlenítõ szerek"	"technical disinfectants"		1001
"V07AX"	"mosószerek"	"washing agents etc."		1001
"V07AY"	"egyéb nem terápiás segédtermékek"	"other non-therapeutic auxiliary products"	"egyéb, nem terápiás kiegészítõ készítmény"	1001
"V07AZ"	"laboratóriumi vegyszerek"	"chemicals and reagents for analysis"		1001
"V08"	"contrast media"	"contrast media"		1001
"V08A"	"x-ray contrast media, iodinated"	"x-ray contrast media, iodinated"		1001
"V08A01"	"lysin amidotrizatum"			1001
"V08AA"	"watersoluble, nephrotropic, high osmolar x-ray contrast media"	"watersoluble, nephrotropic, high osmolar x-ray contrast media"		1001
"V08AA01"	"diatrizoic acid"	"diatrizoic acid"	"diatrizoinsav"	1001
"V08AA02"	"metrizoic acid"	"metrizoic acid"	"metrizoic acid"	1001
"V08AA03"	"iodamide"	"iodamide"	"iodamide"	1001
"V08AA04"	"iotalamic acid"	"iotalamic acid"	"iotalamic acid"	1001
"V08AA05"	"ioxitalamic acid"	"ioxitalamic acid"	"ioxitalamic acid"	1001
"V08AA06"	"ioglicic acid"	"ioglicic acid"	"ioglicic acid"	1001
"V08AA07"	"acetrizoic acid"	"acetrizoic acid"	"acetrizoic acid"	1001
"V08AA08"	"iocarmic acid"	"iocarmic acid"	"iocarmic acid"	1001
"V08AA09"	"methiodal"	"methiodal"	"methiodal"	1001
"V08AA10"	"diodone"	"diodone"	"diodone"	1001
"V08AB"	"watersoluble, nephrotropic, low osmolar x-ray contrast media"	"watersoluble, nephrotropic, low osmolar x-ray contrast media"		1001
"V08AB01"	"metrizamide"	"metrizamide"	"metrizamide"	1001
"V08AB02"	"iohexol"	"iohexol"	"iohexol"	1001
"V08AB03"	"ioxaglic acid"	"ioxaglic acid"	"ioxaglic acid"	1001
"V08AB04"	"iopamidol"	"iopamidol"	"iopamidol"	1001
"V08AB05"	"iopromide"	"iopromide"	"iopromid"	1001
"V08AB06"	"iotrolan"	"iotrolan"	"iotrolan"	1001
"V08AB07"	"ioversol"	"ioversol"	"ioversol"	1001
"V08AB08"	"iopentol"	"iopentol"	"iopentol"	1001
"V08AB09"	"iodixanol"	"iodixanol"	"iodixanol"	1001
"V08AB10"	"iomeprol"	"iomeprol"	"iomeprol"	1001
"V08AB11"	"iobitridol"	"iobitridol"	"iobitridol"	1001
"V08AB12"	"ioxilan"	"ioxilan"	"ioxilan"	1001
"V08AC"	"watersoluble, hepatotropic x-ray contrast media"	"watersoluble, hepatotropic x-ray contrast media"		1001
"V08AC01"	"iodoxamic acid"	"iodoxamic acid"	"iodoxamic acid"	1001
"V08AC02"	"iotroxic acid"	"iotroxic acid"	"iotroxic acid"	1001
"V08AC03"	"ioglycamic acid"	"ioglycamic acid"	"ioglycamic acid"	1001
"V08AC04"	"adipiodone"	"adipiodone"	"adipiodone"	1001
"V08AC05"	"iobenzamic acid"	"iobenzamic acid"	"iobenzamic acid"	1001
"V08AC06"	"iopanoic acid"	"iopanoic acid"	"iopanoic acid"	1001
"V08AC07"	"iocetamic acid"	"iocetamic acid"	"iocetamic acid"	1001
"V08AC08"	"sodium iopodate"	"sodium iopodate"	"sodium iopodate"	1001
"V08AC09"	"tyropanoic acid"	"tyropanoic acid"	"tyropanoic acid"	1001
"V08AC10"	"calcium iopodate"	"calcium iopodate"	"calcium iopodate"	1001
"V08AC19"				1001
"V08AD"	"non-watersoluble x-ray contrast media"	"non-watersoluble x-ray contrast media"		1001
"V08AD01"	"ethyl esters of iodised fatty acids"	"ethyl esters of iodised fatty acids"	"ethyl esters of iodised fatty acids"	1001
"V08AD02"	"iopydol"	"iopydol"	"iopydol"	1001
"V08AD03"	"propyliodone"	"propyliodone"	"propyliodone"	1001
"V08AD04"	"iofendylate"	"iofendylate"	"iofendylate"	1001
"V08B"	"x-ray contrast media, non-iodinated"	"x-ray contrast media, non-iodinated"		1001
"V08BA"	"barium sulfate containing x-ray contrast media"	"barium sulfate containing x-ray contrast media"		1001
"V08BA01"	"barium sulfate with suspending agents"	"barium sulfate with suspending agents"	"barium-szulfát szuszpendálószerrel"	1001
"V08BA02"	"barium sulfate without suspending agents"	"barium sulfate without suspending agents"	"barium sulfate without suspending agents"	1001
"V08C"	"magnetic resonance imaging contrast media"	"magnetic resonance imaging contrast media"		1001
"V08CA"	"paramagnetic contrast media"	"paramagnetic contrast media"	"paramágneses röntgenkontrasztanyagok"	1001
"V08CA01"	"gadopentetic acid"	"gadopentetic acid"	"gadopenténsav"	1001
"V08CA02"	"gadoteric acid"	"gadoteric acid"	"gadoteric acid"	1001
"V08CA03"	"gadodiamide"	"gadodiamide"	"gadodiamide"	1001
"V08CA04"	"gadoteridol"	"gadoteridol"	"gadoteridol"	1001
"V08CA05"	"mangafodipir"	"mangafodipir"	"mangafodipir"	1001
"V08CA06"	"gadoversetamide"	"gadoversetamide"	"gadoversetamide"	1001
"V08CA07"	"ferric ammonium citrate"	"ferric ammonium citrate"	"ferric ammonium citrate"	1001
"V08CA08"	"gadobenic acid"	"gadobenic acid"	"gadobénsav"	1001
"V08CA09"	"gadobutrol"		"gadobutrol"	1001
"V08CA10"	"gadoxetic acid"	"gadoxetic acid"	"gadoxetic acid"	1001
"V08CA11"	"gadofosveset"	"gadofosveset"	"gadofosveset"	1001
"V08CB"	"superparamagnetic contrast media"	"superparamagnetic contrast media"		1001
"V08CB01"	"ferumoxsil"	"ferumoxsil"	"ferumoxsil"	1001
"V08CB02"	"ferristene"	"ferristene"	"ferristene"	1001
"V08CB03"	"iron oxide, nanoparticles"	"iron oxide, nanoparticles"	"iron oxide, nanoparticles"	1001
"V08CB19"	"superparamagnetic contrast media, other"		"superparamagnetic contrast media, other"	1001
"V08CX"	"other magnetic resonance imaging contrast media"	"other magnetic resonance imaging contrast media"		1001
"V08CX01"	"perflubron"	"perflubron"	"perflubron"	1001
"V08D"	"ultrasound contrast media"	"ultrasound contrast media"		1001
"V08DA"	"ultrasound contrast media"	"ultrasound contrast media"		1001
"V08DA01"	"microspheres of human albumin"	"microspheres of human albumin"	"humánalbumin mikropartikulomok"	1001
"V08DA02"	"microparticles of galactose"	"microparticles of galactose"	"galactóz microparticulák"	1001
"V08DA03"	"perflenapent"	"perflenapent"	"perflenapent"	1001
"V08DA04"	"microspheres of phospholipids"	"microspheres of phospholipids"	"microspheres of phospholipids"	1001
"V08DA05"	"sulfur hexafluoride"	"sulfur hexafluoride"	"sulfur hexafluoride"	1001
"V08IB"				1001
"V09"	"diagnostic radiopharmaceuticals"	"diagnostic radiopharmaceuticals"		1001
"V09A"	"central nervous system"	"central nervous system"		1001
"V09AA"	"technetium (99mtc) compounds"	"technetium (99mtc) compounds"		1001
"V09AA01"	"technetium (99mtc) exametazime"	"technetium (99mtc) exametazime"	"technetium (99mtc) exametazime"	1001
"V09AA02"	"technetium (99mtc) bicisate"	"technetium (99mtc) bicisate"	"technetium (99mtc) bicisate"	1001
"V09AB"	"iodine (123i) compounds"	"iodine (123i) compounds"		1001
"V09AB01"	"iodine iofetamine (123i)"	"iodine iofetamine (123i)"	"iodine iofetamine (123i)"	1001
"V09AB02"	"iodine iolopride (123i)"	"iodine iolopride (123i)"	"iodine iolopride (123i)"	1001
"V09AB03"	"iodine ioflupane (123i)"	"iodine ioflupane (123i)"	"iodine ioflupane (123i)"	1001
"V09AH"				1001
"V09AH03"				1001
"V09AX"	"other central nervous system diagnostic radiopharmaceuticals"	"other central nervous system diagnostic radiopharmaceuticals"		1001
"V09AX01"	"indium (111in) pentetic acid"	"indium (111in) pentetic acid"	"indium (111in) pentetic acid"	1001
"V09AX02"	"fludeoxyglucose (18f)"	"fludeoxyglucose (18f)"	"fludeoxyglucose (18f)"	1001
"V09AX04"	"flutemetamol (18f)"	"flutemetamol (18f)"	"flutemetamol (18f)"	1001
"V09B"	"skeleton"	"skeleton"		1001
"V09BA"	"technetium (99mtc) compounds"	"technetium (99mtc) compounds"		1001
"V09BA01"	"technetium (99mtc) oxidronic acid"	"technetium (99mtc) oxidronic acid"	"technetium (99mtc) oxidronic acid"	1001
"V09BA02"	"technetium (99mtc) medronic acid"	"technetium (99mtc) medronic acid"	"technetium (99mtc) medronic acid"	1001
"V09BA03"	"technetium (99mtc) pyrophosphate"	"technetium (99mtc) pyrophosphate"	"technetium (99mtc) pyrophosphate"	1001
"V09BA04"	"technetium (99mtc) butedronic acid"	"technetium (99mtc) butedronic acid"	"technetium (99mtc) butedronic acid"	1001
"V09C"	"renal system"	"renal system"		1001
"V09CA"	"technetium (99mtc) compounds"	"technetium (99mtc) compounds"		1001
"V09CA01"	"technetium (99mtc) pentetic acid"	"technetium (99mtc) pentetic acid"	"technetium (99mtc) pentetic acid"	1001
"V09CA02"	"technetium (99mtc) succimer"	"technetium (99mtc) succimer"	"technetium (99mtc) succimer"	1001
"V09CA03"	"technetium (99mtc) mertiatide"	"technetium (99mtc) mertiatide"	"technetium (99mtc) mertiatide"	1001
"V09CA04"	"technetium (99mtc) gluceptate"	"technetium (99mtc) gluceptate"	"technetium (99mtc) gluceptate"	1001
"V09CA05"	"technetium (99mtc) gluconate"	"technetium (99mtc) gluconate"	"technetium (99mtc) gluconate"	1001
"V09CX"	"other renal system diagnostic radiopharmaceuticals"	"other renal system diagnostic radiopharmaceuticals"		1001
"V09CX01"	"sodium iodohippurate (123i)"	"sodium iodohippurate (123i)"	"sodium iodohippurate (123i)"	1001
"V09CX02"	"sodium iodohippurate (131i)"	"sodium iodohippurate (131i)"	"sodium iodohippurate (131i)"	1001
"V09CX03"	"sodium iothalamate (125i)"	"sodium iothalamate (125i)"	"sodium iothalamate (125i)"	1001
"V09CX04"	"chromium (51cr) edetate"	"chromium (51cr) edetate"	"chromium (51cr) edetate"	1001
"V09D"	"hepatic and reticulo endothelial system"	"hepatic and reticulo endothelial system"		1001
"V09DA"	"technetium (99mtc) compounds"	"technetium (99mtc) compounds"		1001
"V09DA01"	"technetium (99mtc) disofenin"	"technetium (99mtc) disofenin"	"technetium (99mtc) disofenin"	1001
"V09DA02"	"technetium (99mtc) etifenin"	"technetium (99mtc) etifenin"	"technetium (99mtc) etifenin"	1001
"V09DA03"	"technetium (99mtc) lidofenin"	"technetium (99mtc) lidofenin"	"technetium (99mtc) lidofenin"	1001
"V09DA04"	"technetium (99mtc) mebrofenin"	"technetium (99mtc) mebrofenin"	"technetium (99mtc) mebrofenin"	1001
"V09DA05"	"technetium (99mtc) galtifenin"	"technetium (99mtc) galtifenin"	"technetium (99mtc) galtifenin"	1001
"V09DB"	"technetium (99mtc), particles and colloids"	"technetium (99mtc), particles and colloids"		1001
"V09DB01"	"technetium (99mtc) nanocolloid"	"technetium (99mtc) nanocolloid"	"technetium (99mtc) nanocolloid"	1001
"V09DB02"	"technetium (99mtc) microcolloid"	"technetium (99mtc) microcolloid"	"technetium (99mtc) microcolloid"	1001
"V09DB03"	"technetium (99mtc) millimicrospheres"	"technetium (99mtc) millimicrospheres"	"technetium (99mtc) millimicrospheres"	1001
"V09DB04"	"technetium (99mtc) tin colloid"	"technetium (99mtc) tin colloid"	"technetium (99mtc) tin colloid"	1001
"V09DB05"	"technetium (99mtc) sulfur colloid"	"technetium (99mtc) sulfur colloid"	"technetium (99mtc) sulfur colloid"	1001
"V09DB06"	"technetium (99mtc) rheniumsulfide colloid"	"technetium (99mtc) rheniumsulfide colloid"	"technetium (99mtc) rheniumsulfide colloid"	1001
"V09DB07"	"technetium (99mtc) phytate"	"technetium (99mtc) phytate"	"technetium (99mtc) phytate"	1001
"V09DX"	"other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals"	"other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals"		1001
"R05CA13"	"cineol"	"cineole"	"cineol"	1001
"R05CB"	"nyákoldók"	"mucolytics"		1001
"R05CB01"	"acetil-cisztein"	"acetylcysteine"	"acetilcisztein"	1001
"R05CB02"	"brómhexin"	"bromhexine"	"bromhexin"	1001
"R05CB03"	"karbocisztein"	"carbocisteine"	"karbocisztein"	1001
"R05CB04"	"eprazinone"	"eprazinone"	"eprazinone"	1001
"R05CB05"	"mesna"	"mesna"	"mesna"	1001
"R05CB06"	"ambroxol"	"ambroxol"	"ambroxol"	1001
"R05CB07"	"sobrerol"	"sobrerol"	"sobrerol"	1001
"R05CB08"	"domiodol"	"domiodol"	"domiodol"	1001
"R05CB09"	"letosteine"	"letosteine"	"letosteine"	1001
"R05CB10"	"nyákoldó kombinációk"	"combinations"	"nyákoldó kombinációk"	1001
"R05CB11"	"stepronin"	"stepronin"	"stepronin"	1001
"R05CB12"	"tiopronin"	"tiopronin"	"tiopronin"	1001
"R05CB13"	"dornase-alpha"	"dornase alfa (desoxyribonuclease)"	"dornáz-alfa (dezoxiribonukleáz)"	1001
"R05CB14"	"neltenexine"	"neltenexine"	"neltenexine"	1001
"R05CB15"	"erdosteine"	"erdosteine"	"erdosteine"	1001
"R05CB49"				1001
"R05D"	"köhögéscsillapítók, kivéve a köptetõ kombinációkat"	"cough suppressants, excl. combinations with expectorants"		1001
"R05DA"	"opium alkaloidok és származékaik"	"opium alkaloids and derivatives"		1001
"R05DA01"	"ethylmorphine"	"ethylmorphine"	"ethylmorphine"	1001
"R05DA03"	"hydrocodone"	"hydrocodone"	"hydrocodone"	1001
"R05DA04"	"codeine"	"codeine"	"codeine"	1001
"R05DA05"	"opium alkaloids with morphine"	"opium alkaloids with morphine"	"opium alkaloids with morphine"	1001
"R05DA06"	"normethadone"	"normethadone"	"normethadone"	1001
"R05DA07"	"noscapine"	"noscapine"	"noscapine"	1001
"R05DA08"	"pholcodine"	"pholcodine"	"pholcodine"	1001
"R05DA09"	"dextromethorphan"	"dextromethorphan"	"dextrometorfan"	1001
"R05DA10"	"thebacon"	"thebacon"	"thebacon"	1001
"R05DA11"	"dimemorfan"	"dimemorfan"	"dimemorfan"	1001
"R05DA12"	"acetyldihydrocodeine"	"acetyldihydrocodeine"	"acetyldihydrocodeine"	1001
"R05DA19"	"dihidrokodein"		"dihidrokodein"	1001
"R05DA20"	"combinations"	"combinations"	"combinations"	1001
"R05DA54"	"kodein kombinációk"		"kodein kombinációk"	1001
"R05DA59"	"dextrometorfan kombinációk"		"dextrometorfan kombinációk"	1001
"R05DB"	"egyéb köhögéscsillapítók"	"other cough suppressants"		1001
"R05DB01"	"benzonatate"	"benzonatate"	"benzonatate"	1001
"R05DB02"	"benproperine"	"benproperine"	"benproperine"	1001
"R05DB03"	"clobutinol"	"clobutinol"	"clobutinol"	1001
"R05DB04"	"isoaminile"	"isoaminile"	"isoaminile"	1001
"R05DB05"	"pentoxyverin"	"pentoxyverine"	"pentoxiverin"	1001
"R05DB07"	"oxolamine"	"oxolamine"	"oxolamine"	1001
"R05DB09"	"oxeladin"	"oxeladin"	"oxeladin"	1001
"R05DB10"	"clofedanol"	"clofedanol"	"clofedanol"	1001
"R05DB11"	"pipazetate"	"pipazetate"	"pipazetate"	1001
"R05DB12"	"bibenzonium bromide"	"bibenzonium bromide"	"bibenzonium bromide"	1001
"R05DB13"	"butamirat"	"butamirate"	"butamirat"	1001
"R05DB14"	"fedrilate"	"fedrilate"	"fedrilate"	1001
"R05DB15"	"zipeprol"	"zipeprol"	"zipeprol"	1001
"R05DB16"	"dibunate"	"dibunate"	"dibunate"	1001
"R05DB17"	"droxypropine"	"droxypropine"	"droxypropine"	1001
"R05DB18"	"prenoxdiazin"	"prenoxdiazine"	"prenoxdiazin"	1001
"R05DB19"	"dropropizine"	"dropropizine"	"dropropizine"	1001
"R05DB20"	"combinations"	"combinations"	"combinations"	1001
"R05DB21"	"cloperastine"	"cloperastine"	"cloperastine"	1001
"R05DB22"	"meprotixol"	"meprotixol"	"meprotixol"	1001
"R05DB23"	"piperidione"	"piperidione"	"piperidione"	1001
"R05DB24"	"tipepidine"	"tipepidine"	"tipepidine"	1001
"R05DB25"	"morclofone"	"morclofone"	"morclofone"	1001
"R05DB26"	"nepinalone"	"nepinalone"	"nepinalone"	1001
"R05DB27"	"levodropropizine"	"levodropropizine"	"levodropropizine"	1001
"R05DB28"	"dimethoxanate"	"dimethoxanate"	"dimethoxanate"	1001
"R05F"	"köhögéscsillapító és köptetõ kombinációk"	"cough suppressants and expectorants, combinations"	"köhögéscsillapítók és köptetõk kombinációi"	1001
"R05FA"	"opium-származékok és köptetõk"	"opium derivatives and expectorants"		1001
"R05FA01"	"opium derivatives and mucolytics"	"opium derivatives and mucolytics"	"opium derivatives and mucolytics"	1001
"R05FA02"	"opium-származékok - köptetõk kombinációi"	"opium derivatives and expectorants"	"opium-származékok és köptetõk"	1001
"R05FA72"	"opium származékok - köptetõk egyéb kombinációi"		"opium származékok - köptet?k egyéb kombinációi"	1001
"R05FB"	"egyéb köhögéscsillapítót és köptetõt tartalmazó kombinációk"	"other cough suppressants and expectorants"		1001
"R05FB01"	"cough suppressants and mucolytics"	"cough suppressants and mucolytics"	"cough suppressants and mucolytics"	1001
"R05FB02"	"cough suppressants and expectorants"	"cough suppressants and expectorants"	"cough suppressants and expectorants"	1001
"R05X"	"egyéb meghûlés elleni készítmények"	"other cold combination preparations"		1001
"R05XA"				1001
"R05XA01"	"r05xa01"	"r05xa01"	"r05xa01"	1001
"R06"	"szisztémás antihisztaminok"	"antihistamines for systemic use"		1001
"R06A"	"szisztémás antihisztaminok"	"antihistamines for systemic use"		1001
"R06AA"	"amino-alkil éterek"	"aminoalkyl ethers"		1001
"R06AA01"	"bromazine"	"bromazine"	"bromazine"	1001
"R06AA02"	"difenhidramin"	"diphenhydramine"	"difenhidramin"	1001
"R06AA04"	"klemasztin"	"clemastine"	"klemasztin"	1001
"R06AA06"	"chlorphenoxamine"	"chlorphenoxamine"	"chlorphenoxamine"	1001
"R06AA07"	"diphenylpyraline"	"diphenylpyraline"	"diphenylpyraline"	1001
"R06AA08"	"carbinoxamine"	"carbinoxamine"	"carbinoxamine"	1001
"R06AA09"	"doxylamine"	"doxylamine"	"doxylamine"	1001
"R06AA19"	"setastin"		"setastin"	1001
"R06AA52"	"diphenhydramine, combinations"	"diphenhydramine, combinations"	"diphenhydramine, combinations"	1001
"R06AA54"	"clemastine, combinations"	"clemastine, combinations"	"clemastine, combinations"	1001
"R06AA56"	"chlorphenoxamine, combinations"	"chlorphenoxamine, combinations"	"chlorphenoxamine, combinations"	1001
"R06AA57"	"diphenylpyraline, combinations"	"diphenylpyraline, combinations"	"diphenylpyraline, combinations"	1001
"R06AA59"				1001
"R06AA72"	"difenhidramin kombinációk"		"difenhidramin kombinációk"	1001
"R06AB"	"szubsztituált alkil-aminok"	"substituted alkylamines"		1001
"R06AB01"	"brompheniramine"	"brompheniramine"	"brompheniramine"	1001
"R06AB02"	"dexchlorpheniramine"	"dexchlorpheniramine"	"dexchlorpheniramine"	1001
"R06AB03"	"dimetindén"	"dimetindene"	"dimetinden"	1001
"R06AB04"	"chlorphenamine"	"chlorphenamine"	"chlorphenamine"	1001
"R06AB05"	"pheniramine"	"pheniramine"	"pheniramine"	1001
"R06AB06"	"dexbrompheniramine"	"dexbrompheniramine"	"dexbrompheniramine"	1001
"R06AB07"	"talastine"	"talastine"	"talastine"	1001
"R06AB51"	"brompheniramine, combinations"	"brompheniramine, combinations"	"brompheniramine, combinations"	1001
"R06AB52"	"dexchlorpheniramine, combinations"	"dexchlorpheniramine, combinations"	"dexchlorpheniramine, combinations"	1001
"R06AB54"	"chlorphenamine, combinations"	"chlorphenamine, combinations"	"chlorphenamine, combinations"	1001
"R06AB55"				1001
"R06AB56"	"dexbrompheniramine, combinations"	"dexbrompheniramine, combinations"	"dexbrompheniramine, combinations"	1001
"R06AC"	"szubsztituált etilén-diaminok"	"substituted ethylene diamines"		1001
"R06AC01"	"mepyramine"	"mepyramine"	"mepyramine"	1001
"R06AC02"	"histapyrrodine"	"histapyrrodine"	"histapyrrodine"	1001
"R06AC03"	"chloropyramin"	"chloropyramine"	"kloropiramin"	1001
"R06AC04"	"tripelennamine"	"tripelennamine"	"tripelennamine"	1001
"R06AC05"	"methapyrilene"	"methapyrilene"	"methapyrilene"	1001
"R06AC06"	"thonzylamine"	"thonzylamine"	"thonzylamine"	1001
"R06AC52"	"histapyrrodine, combinations"	"histapyrrodine, combinations"	"histapyrrodine, combinations"	1001
"R06AC53"	"chloropyramine, combinations"	"chloropyramine, combinations"	"chloropyramine, combinations"	1001
"R06AD"	"fenotiazin származékok"	"phenothiazine derivatives"		1001
"R06AD01"	"alimemazine"	"alimemazine"	"alimemazine"	1001
"R06AD02"	"prometazin"	"promethazine"	"prometazin"	1001
"R06AD03"	"tietilperazin"	"thiethylperazine"	"tietilperazin"	1001
"R06AD04"	"methdilazine"	"methdilazine"	"methdilazine"	1001
"R06AD05"	"hydroxyethylpromethazine"	"hydroxyethylpromethazine"	"hydroxyethylpromethazine"	1001
"R06AD06"	"thiazinam"	"thiazinam"	"thiazinam"	1001
"R06AD07"	"mequitazin"	"mequitazine"	"mequitazin"	1001
"R06AD08"	"oxomemazine"	"oxomemazine"	"oxomemazine"	1001
"R06AD09"	"isothipendyl"	"isothipendyl"	"isothipendyl"	1001
"R06AD52"	"promethazine, combinations"	"promethazine, combinations"	"promethazine, combinations"	1001
"R06AD55"	"hydroxyethylpromethazine, combinations"	"hydroxyethylpromethazine, combinations"	"hydroxyethylpromethazine, combinations"	1001
"R06AE"	"piperazin származékok"	"piperazine derivatives"		1001
"R06AE01"	"buclizine"	"buclizine"	"buclizine"	1001
"R06AE03"	"cyclizine"	"cyclizine"	"cyclizine"	1001
"R06AE04"	"chlorcyclizine"	"chlorcyclizine"	"chlorcyclizine"	1001
"R06AE05"	"meclozine"	"meclozine"	"meclozine"	1001
"R06AE06"	"oxatomid"	"oxatomide"	"oxatomid"	1001
"R06AE07"	"cetirizin"	"cetirizine"	"cetirizin"	1001
"R06AE09"	"levocetirizin"		"levocetirizin"	1001
"R06AE51"	"buclizine, combinations"	"buclizine, combinations"	"buclizine, combinations"	1001
"R06AE53"	"cyclizine, combinations"	"cyclizine, combinations"	"cyclizine, combinations"	1001
"R06AE55"	"meclozine, combinations"	"meclozine, combinations"	"meclozine, combinations"	1001
"R06AK"	"antihisztaminok kombinációi"	"combinations of antihistamines"		1001
"R06AX"	"egyéb szisztémás antihisztaminok"	"other antihistamines for systemic use"		1001
"R06AX01"	"bamipine"	"bamipine"	"bamipine"	1001
"R06AX02"	"ciproheptadin"	"cyproheptadine"	"ciproheptadin"	1001
"R06AX03"	"thenalidine"	"thenalidine"	"thenalidine"	1001
"R06AX04"	"phenindamine"	"phenindamine"	"phenindamine"	1001
"R06AX05"	"antazoline"	"antazoline"	"antazoline"	1001
"R06AX07"	"triprolidine"	"triprolidine"	"triprolidine"	1001
"R06AX08"	"pyrrobutamine"	"pyrrobutamine"	"pyrrobutamine"	1001
"R06AX09"	"azatadine"	"azatadine"	"azatadine"	1001
"R06AX10"	"bisulepin"		"bisulepin"	1001
"R06AX11"	"astemizole"	"astemizole"	"astemizole"	1001
"R06AX12"	"terfenadin"	"terfenadine"	"terfenadin"	1001
"R06AX13"	"loratadin"	"loratadine"	"loratadin"	1001
"R06AX15"	"mebhydrolin"	"mebhydrolin"	"mebhydrolin"	1001
"R06AX16"	"deptropine"	"deptropine"	"deptropine"	1001
"R06AX17"	"ketotifen"	"ketotifen"	"ketotifen"	1001
"R06AX18"	"acrivastin"	"acrivastine"	"acrivastin"	1001
"R06AX19"	"azelastine"	"azelastine"	"azelastine"	1001
"R06AX21"	"tritoqualine"	"tritoqualine"	"tritoqualine"	1001
"R06AX22"	"ebastine"	"ebastine"	"ebastine"	1001
"R06AX23"	"pimethixene"	"pimethixene"	"pimethixene"	1001
"R06AX24"	"epinastine"	"epinastine"	"epinastine"	1001
"R06AX25"	"mizolastine"	"mizolastine"	"mizolastine"	1001
"R06AX26"	"fexofenadine"	"fexofenadine"	"fexofenadine"	1001
"R06AX27"	"desloratadine"	"desloratadine"	"desloratadin"	1001
"R06AX28"	"rupatadine"	"rupatadine"	"rupatadine"	1001
"R06AX29"	"bilasztin"	"bilastine"	"bilastine"	1001
"R06AX53"	"thenalidine, combinations"	"thenalidine, combinations"	"thenalidine, combinations"	1001
"R06AX58"	"pyrrobutamine, combinations"	"pyrrobutamine, combinations"	"pyrrobutamine, combinations"	1001
"R07"	"egyéb légzõrendszerre ható készítmények"	"other respiratory system products"		1001
"R07A"	"egyéb légzõrendszerre ható készítmények"	"other respiratory system products"		1001
"R07AA"	"tüdõ surfactansok"	"lung surfactants"		1001
"R07AA01"	"colfosceril-palmitat"	"colfosceril palmitate"	"colfosceril-palmitat"	1001
"R07AA02"	"természetes foszfolipidek"	"natural phospholipids"	"természetes foszfolipidek"	1001
"R07AA30"	"combinations"	"combinations"	"combinations"	1001
"R07AB"	"légzést stimulálók"	"respiratory stimulants"		1001
"R07AB01"	"doxapram"	"doxapram"	"doxapram"	1001
"R07AB02"	"nikethamide"	"nikethamide"	"nikethamide"	1001
"R07AB03"	"pentetrazol"	"pentetrazol"	"pentetrazol"	1001
"R07AB04"	"etamivan"	"etamivan"	"etamivan"	1001
"R07AB05"	"bemegride"	"bemegride"	"bemegride"	1001
"R07AB06"	"prethcamide"	"prethcamide"	"prethcamide"	1001
"R07AB07"	"almitrine"	"almitrine"	"almitrine"	1001
"R07AB08"	"dimefline"	"dimefline"	"dimefline"	1001
"R07AB09"	"mepixanox"	"mepixanox"	"mepixanox"	1001
"R07AB19"	"koffein-nátrium-benzoát"		"koffein-nátrium-benzoát"	1001
"R07AB52"	"nikethamide, combinations"	"nikethamide, combinations"	"nikethamide, combinations"	1001
"R07AB53"	"pentetrazol, combinations"	"pentetrazol, combinations"	"pentetrazol, combinations"	1001
"R07AX"	"other respiratory system products"	"other respiratory system products"	"other respiratory system products"	1001
"R07AX01"	"nitric oxide"	"nitric oxide"	"nitric oxide"	1001
"S"	"érzékszervek"	"sensory organs"		1001
"S01"	"szemészeti készítmények"	"ophthalmologicals"		1001
"S01A"	"fertõzésellenes szerek"	"antiinfectives"		1001
"S01AA"	"antibiotikumok"	"antibiotics"		1001
"S01AA01"	"chloramphenicol"	"chloramphenicol"	"chloramphenicol"	1001
"S01AA02"	"chlortetracycline"	"chlortetracycline"	"chlortetracycline"	1001
"S01AA03"	"neomycin"	"neomycin"	"neomycin"	1001
"S01AA04"	"oxitetraciklin"	"oxytetracycline"	"oxitetraciklin"	1001
"S01AA05"	"tyrothricin"	"tyrothricin"	"tyrothricin"	1001
"S01AA07"	"framycetin"	"framycetin"	"framycetin"	1001
"S01AA09"	"tetracycline"	"tetracycline"	"tetracycline"	1001
"S01AA10"	"natamycin"	"natamycin"	"natamycin"	1001
"S01AA11"	"gentamicin"	"gentamicin"	"gentamicin"	1001
"S01AA12"	"tobramicin"	"tobramycin"	"tobramycin"	1001
"S01AA13"	"fusidic acid"	"fusidic acid"	"fusidic acid"	1001
"S01AA14"	"benzylpenicillin"	"benzylpenicillin"	"benzylpenicillin"	1001
"S01AA15"	"dihydrostreptomycin"	"dihydrostreptomycin"	"dihydrostreptomycin"	1001
"S01AA16"	"rifamycine"	"rifamycine"	"rifamycine"	1001
"S01AA17"	"erythromycin"	"erythromycin"	"erythromycin"	1001
"S01AA18"	"polymyxin b"	"polymyxin b"	"polymyxin b"	1001
"S01AA19"	"ampicillin"	"ampicillin"	"ampicillin"	1001
"S01AA20"	"antibiotics in combination with other drugs"	"antibiotics in combination with other drugs"	"antibiotics in combination with other drugs"	1001
"S01AA21"	"amikacin"	"amikacin"	"amikacin"	1001
"S01AA22"	"micronomicin"	"micronomicin"	"micronomicin"	1001
"S01AA23"	"netilmicin"	"netilmicin"	"netilmicin"	1001
